SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Same Specials,ADL Suppliers,MEL Suppliers
5415568P,Pepsi,Mountain Dew Soft Drink,Summer Entertaining,2.1,2.0,0.10000000000000009,2L,2L,,,True,"['101583 HOPES GOULBURN CORDIALS P/L', '708747 COFFS CORDIALS & CONFECTIONERY', '44059 ASAHI BEVERAGES PTY LTD', '736091 SCHWEPPES AUST P/L (SA)', '736104 SCHWEPPES AUST P/L (NSW)', '418161 LILLYMAN BROS', '56774 C & R DISTRIBUTORS', '709239 SAXBY SOFT DRINKS P/L', '711420 KINGSTONS WHOLESALERS', '803446 WESTCO DISTRIBUTORS P/L', '736112 SCHWEPPES AUST P/L (WA)']","['101583 HOPES GOULBURN CORDIALS P/L', '708747 COFFS CORDIALS & CONFECTIONERY', '44059 ASAHI BEVERAGES PTY LTD', '736091 SCHWEPPES AUST P/L (SA)', '736104 SCHWEPPES AUST P/L (NSW)', '418161 LILLYMAN BROS', '56774 C & R DISTRIBUTORS', '709239 SAXBY SOFT DRINKS P/L', '711420 KINGSTONS WHOLESALERS', '803446 WESTCO DISTRIBUTORS P/L', '736112 SCHWEPPES AUST P/L (WA)']"
5037358P,Schweppes,Sunkist Sugar Free Diet Orange Crush,Summer Entertaining,2.3,2.2,0.09999999999999964,1.25L,1.25L,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3717817P,Pimms,Long Lemonade Can 250mL,Liquor,20.0,19.5,0.5,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
7910670P,Mount Franklin,Natural Lemon Flavoured Lightly Sparkling Water,Drinks,1.4,1.25,0.1499999999999999,1.25L,1.25L,$pecials,$pecials,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
2535563P,Coles,Apple & Blackcurrant Fruit Drink Multipack 250mL,Back to School,2.65,2.0,0.6499999999999999,6 Pack,6 Pack,,,True,"['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '619256 HARVEY FRESH', '971982 HARVEY FRESH (1994) LTD (COLESBR']","['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '619256 HARVEY FRESH', '971982 HARVEY FRESH (1994) LTD (COLESBR']"
1849329P,Coca-Cola,Sprite Soft Drink Lemon Lime 375mL,Summer Entertaining,8.0,6.5,1.5,10 Pack,10 Pack,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
2470526P,Coles,Shredded Iceberg Lettuce Prepacked,Fruit & Vegetables,2.0,1.5,0.5,200g,200g,,,True,"['961779 PMFRESH PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)""]","['961779 PMFRESH PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)""]"
1059790P,Vodka,Cruiser Pure Pineapple 275mL,Summer Entertaining,19.0,18.0,1.0,4 pack,4 pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2007510P,Schweppes,Lemonade Multipack Mini Cans 200mL,Summer Entertaining,6.0,5.3,0.7000000000000002,6 pack,6 pack,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
335199P,Coopers,Non Alcoholic Ultra Light Drink 375mL,Drinks,6.7,7.0,0.2999999999999998,6 pack,6 pack,,,True,['665487 COOPERS FINE FOOD'],['665487 COOPERS FINE FOOD']
4562603P,Coles,Sweet Corn,Summer Entertaining,1.2,1.5,0.30000000000000004,1 each,1 each,,,True,"['933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)']","['933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)']"
7945314P,Listerine,Fresh Burst Mouthwash,Health & Beauty,8.5,9.39,0.8900000000000006,1L,1L,,,True,"['612359 PFIZER CONSUMER HEALTHCARE', '24058 JOHNSON & JOHNSON PACIFIC P/L', '952478 PFIZER AUST P/L']","['612359 PFIZER CONSUMER HEALTHCARE', '24058 JOHNSON & JOHNSON PACIFIC P/L', '952478 PFIZER AUST P/L']"
5648602P,Nutrisoy,Organic Tasty Tempeh,"Dairy, Eggs & Meals",4.5,4.7,0.20000000000000018,300g,300g,,,True,"['753556 BRONHILL', '761834 ACCESS SALES (AUST) P/L', '7790 CENTRA FINE FOODS', '636282 CHOBANI PTY LTD', '728292 NUTRISOY P/L']","['753556 BRONHILL', '761834 ACCESS SALES (AUST) P/L', '7790 CENTRA FINE FOODS', '636282 CHOBANI PTY LTD', '728292 NUTRISOY P/L']"
7906196P,Coles,Spring Water 1.5L,Back to School,6.0,5.5,0.5,8 pack,8 pack,,,True,"['954322 AUSSIE NATURAL SPRING WATER', '943321 MOUNTAIN H2O P/L HOUSEBRAND', '44059 ASAHI BEVERAGES PTY LTD']","['954322 AUSSIE NATURAL SPRING WATER', '943321 MOUNTAIN H2O P/L HOUSEBRAND', '44059 ASAHI BEVERAGES PTY LTD']"
8907252P,Orgran,Gluten Free Self Raising Flour,Pantry,3.35,3.4,0.04999999999999982,500g,500g,,,True,['722758 ROMA FOOD PRODUCTS'],['722758 ROMA FOOD PRODUCTS']
4894240P,Coles,Half Celery,Fruit & Vegetables,1.8,1.2,0.6000000000000001,1 each,1 each,,,True,"['942633 CARTER & SPENCER NORTH QLD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD']","['942633 CARTER & SPENCER NORTH QLD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD']"
6577554P,XXXX,Gold Block Can 375mL,Liquor,47.0,43.0,4.0,30 Pack,30 Pack,$pecials,$pecials,True,"['47082 TOOHEYS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '169871 CASTLEMAINE PERKINS LTD', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '254762 THE SOUTH AUST BREWING CO P/L']","['47082 TOOHEYS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '169871 CASTLEMAINE PERKINS LTD', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '254762 THE SOUTH AUST BREWING CO P/L']"
2794109P,Cascade,Mini Mixers Ginger Beer Can 200mL,Drinks,4.4,4.0,0.40000000000000036,4 Pack,4 Pack,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
5160183P,Dencorub,Extra Strength Heat Rub Gel,Health & Beauty,4.32,4.8,0.47999999999999954,100g,100g,$pecials,$pecials,True,['7641 CHURCH & DWIGHT (AUST) P/L'],['7641 CHURCH & DWIGHT (AUST) P/L']
2994695P,Fuze,Peach Black Iced Tea,Drinks,1.75,1.6,0.1499999999999999,1.25L,1.25L,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
3876810P,Colonial,Bertie Cold Pressed Apple Cider Can 375mL,Liquor,22.0,20.0,2.0,6 pack,6 pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3260573P,Asahi,Super Dry Black Bottle 334mL,Liquor,26.0,25.0,1.0,6 Pack,6 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
6415064P,Robert Timms,Decaffeinated Coffee Bags 18 pack,Pantry,7.75,7.4,0.34999999999999964,105g,105g,,,True,['932325 FRESHFOOD SERV P/L'],['932325 FRESHFOOD SERV P/L']
9006662P,Coles,Packham Pears Prepacked,Back to School,3.9,3.5,0.3999999999999999,1kg,1kg,,,True,"['414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)']","['414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)']"
3209044P,Coles,Urban Coffee Culture Dolce Gusto Cappuccino Capsules,Pantry,5.5,6.5,1.0,16 pack,16 pack,,,True,"['939013 COLES SUPERMARKETS P/L', '975462 MALABAR BV']","['939013 COLES SUPERMARKETS P/L', '975462 MALABAR BV']"
9333818P,Kleenex,3 Ply Large & Thick Facial Tissues,Household,2.5,2.6,0.10000000000000009,95 pack,95 pack,,,True,"['25208 KIMBERLY CLARK-AUST P/L', '965991 KIMBERLY- CLARK AUST P/L (FAMILY']","['25208 KIMBERLY CLARK-AUST P/L', '965991 KIMBERLY- CLARK AUST P/L (FAMILY']"
2787147P,Monster,Zero Ultra Energy Drink Can,Drinks,3.55,3.5,0.04999999999999982,500mL,500mL,,,True,['931859 COCA COLA AMATIL AUST P/L (GHPL)'],['931859 COCA COLA AMATIL AUST P/L (GHPL)']
9322083P,Kan Tong Singapore,Wok Ready Noodles,International Foods,2.99,3.0,0.009999999999999787,400g,400g,$pecials,,False,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
5180577P,Coles,Mineral Water Orange & Mango,Drinks,1.0,0.75,0.25,1.25L,1.25L,,,True,"['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '933172 P & N BEVERAGES AUST P/L (PRIVAT', '733709 CARLTON & UNITED BREWERIES', '806063 P & N BEVERAGES AUST P/L', '44059 ASAHI BEVERAGES PTY LTD']","['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '933172 P & N BEVERAGES AUST P/L (PRIVAT', '733709 CARLTON & UNITED BREWERIES', '806063 P & N BEVERAGES AUST P/L', '44059 ASAHI BEVERAGES PTY LTD']"
8539046P,Pureau,Pure Water 600mL,Back to School,4.65,4.0,0.6500000000000004,6 pack,6 pack,,,True,['944302 NOBLE BEVERAGES'],['944302 NOBLE BEVERAGES']
1849330P,Fanta,Orange Flavour Multipack Cans 375mL,Summer Entertaining,8.0,6.5,1.5,10 pack,10 pack,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
5483943P,Madura,English Breakfast Tea Bags 50 pack,Pantry,4.65,4.95,0.2999999999999998,100g,100g,,,True,"['928215 AUS LINK W', '408492 MADURA TEA']","['928215 AUS LINK W', '408492 MADURA TEA']"
3277124P,Nexba,Strawberry & Raspberry Flavoured Sparkling Water,Drinks,1.9,1.75,0.1499999999999999,1L,1L,$pecials,$pecials,True,['971978 NEXBA'],['971978 NEXBA']
9391600P,Coca-Cola,Vanilla Flavour Coke,Summer Entertaining,1.55,1.5,0.050000000000000044,1.25L,1.25L,$pecials,$pecials,True,"['722642 COCA-COLA AMATIL (AUST) P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)', '800825 DELETED LINE SUPPLIER', '37079 LACTALIS AUSTRALIA P/L', '10383 COCA-COLA AMATIL (AUST) P/L', '931858 COCA COLA AMATIL AUST P/L (DIREC', '800144 PARMALAT AUST LTD']","['722642 COCA-COLA AMATIL (AUST) P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)', '800825 DELETED LINE SUPPLIER', '37079 LACTALIS AUSTRALIA P/L', '10383 COCA-COLA AMATIL (AUST) P/L', '931858 COCA COLA AMATIL AUST P/L (DIREC', '800144 PARMALAT AUST LTD']"
3112576P,Jim Beam,Double Serve Can 375mL,Liquor,26.0,25.0,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3271060P,Coca-Cola,Vanilla Flavour No Sugar Coke,Drinks,1.55,1.5,0.050000000000000044,1.25L,1.25L,$pecials,$pecials,True,"['10383 COCA-COLA AMATIL (AUST) P/L', '37079 LACTALIS AUSTRALIA P/L', '800825 DELETED LINE SUPPLIER', '931858 COCA COLA AMATIL AUST P/L (DIREC', '800144 PARMALAT AUST LTD', '722642 COCA-COLA AMATIL (AUST) P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['10383 COCA-COLA AMATIL (AUST) P/L', '37079 LACTALIS AUSTRALIA P/L', '800825 DELETED LINE SUPPLIER', '931858 COCA COLA AMATIL AUST P/L (DIREC', '800144 PARMALAT AUST LTD', '722642 COCA-COLA AMATIL (AUST) P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
2535600P,Coles,Tropical Fruit Drink Multipack 250mL,Back to School,2.65,2.0,0.6499999999999999,6 pack,6 pack,,,True,"['971982 HARVEY FRESH (1994) LTD (COLESBR', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '619256 HARVEY FRESH']","['971982 HARVEY FRESH (1994) LTD (COLESBR', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '619256 HARVEY FRESH']"
3873539P,Smirnoff,Seltzer Lime Can 250mL,Summer Entertaining,18.0,17.0,1.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
5341010P,Coles,Frozen Broccoli Florets,Frozen,2.35,2.5,0.1499999999999999,500g,500g,,,True,"['943470 HJ HEINZ CO AUST LTD (PRIVATE LA', '757250 KB SEAFOOD COMPANY PTY LTD', '14729 SIMPLOT AUST P/L']","['943470 HJ HEINZ CO AUST LTD (PRIVATE LA', '757250 KB SEAFOOD COMPANY PTY LTD', '14729 SIMPLOT AUST P/L']"
3643380P,Mornington,Draught Can 375mL,Liquor,19.0,18.0,1.0,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3812410P,Nexba,Sugar Free Creaming Soda Sparkling Infusion,Summer Entertaining,1.32,1.25,0.07000000000000006,1L,1L,$pecials,$pecials,True,['971978 NEXBA'],['971978 NEXBA']
63029P,Coopers,Original Pale Ale Bottle 375mL,Liquor,20.0,21.0,1.0,6 Pack,6 Pack,,,True,"['79413 COOPERS BREWERY LTD', '804668 PREMIUM BEVERAGES P/L', '963979 MAX LIQUOR SUPPLIES']","['79413 COOPERS BREWERY LTD', '804668 PREMIUM BEVERAGES P/L', '963979 MAX LIQUOR SUPPLIES']"
362781P,Nerada,Tea Bags 50 pack,Pantry,2.3,2.5,0.20000000000000018,100g,100g,,,True,['188956 NERADA TEA'],['188956 NERADA TEA']
159540P,Gumption,Multi -Purpose Cleaner,Household,5.4,5.3,0.10000000000000053,500g,500g,,,True,"['674222 CLOROX AUST P/L', '950338 CLOROX AUST P/L (CROSS DOCK ACCO']","['674222 CLOROX AUST P/L', '950338 CLOROX AUST P/L (CROSS DOCK ACCO']"
2697077P,Henninger,Lager Can 500mL,Liquor,22.0,20.0,2.0,8 Pack,8 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2464909P,Captain Morgan,Spiced Rum & Cola Can 4.5% 375mL,Liquor,27.0,25.0,2.0,6 Pack,6 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
148205P,Pepsi,Cola Soft Drink,Summer Entertaining,2.3,2.2,0.09999999999999964,1.25L,1.25L,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
6688760P,Jim Beam,White & Cola Can 375mL,Liquor,79.0,77.0,2.0,24 Pack,24 Pack,$pecials,$pecials,True,"['722642 COCA-COLA AMATIL (AUST) P/L', '963979 MAX LIQUOR SUPPLIES']","['722642 COCA-COLA AMATIL (AUST) P/L', '963979 MAX LIQUOR SUPPLIES']"
9069367P,Coles,Sweet Mustard Pickles,Pantry,1.65,1.7,0.050000000000000044,520g,520g,,,True,"['46850 THREE THREES CONDIMENTS P/L', '964293 THREE THREES CONDIMENTS P/L (HOU']","['46850 THREE THREES CONDIMENTS P/L', '964293 THREE THREES CONDIMENTS P/L (HOU']"
9932765P,Lifestyles,Zero Uber Thin Condoms,Health & Beauty,15.0,16.5,1.5,20 pack,20 pack,,,True,"['974263 SXWELL AUSTRALIA PTY LTD', '850 ANSELL HEALTHCARE']","['974263 SXWELL AUSTRALIA PTY LTD', '850 ANSELL HEALTHCARE']"
3734736P,V Energy,Drink Rasp Lemonade 275mL,Drinks,9.5,9.35,0.15000000000000036,4 pack,4 pack,,,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
3214270P,Coles,Green Beans Prepacked,Fruit & Vegetables,4.9,4.4,0.5,500g,500g,,,True,"[""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)']","[""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)']"
465786P,Little Creatures,Pale Ale Bottle 330mL,Liquor,67.0,65.0,2.0,24 Pack,24 Pack,,,True,"['963979 MAX LIQUOR SUPPLIES', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '254762 THE SOUTH AUST BREWING CO P/L', '802846 LITTLE CREATURES BREWING P/L', '805291 LIQUOR CONNECTION', '169871 CASTLEMAINE PERKINS LTD', '47082 TOOHEYS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)']","['963979 MAX LIQUOR SUPPLIES', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '254762 THE SOUTH AUST BREWING CO P/L', '802846 LITTLE CREATURES BREWING P/L', '805291 LIQUOR CONNECTION', '169871 CASTLEMAINE PERKINS LTD', '47082 TOOHEYS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)']"
3813402P,Pepsi,Soft Drink 10x375ml Soft Drink Max Mango,Summer Entertaining,12.3,11.05,1.25,10 pack,10 pack,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
6602232P,Bulleit,Cola 6% Can 375mL,Liquor,25.5,24.5,1.0,4 pack,4 pack,,,True,"['963979 MAX LIQUOR SUPPLIES', '804247 VOK BEVERAGES P/L']","['963979 MAX LIQUOR SUPPLIES', '804247 VOK BEVERAGES P/L']"
5749166P,Kleenex,3 Ply Wellbeing Facial Tissues Aloe Vera,Household,2.25,2.3,0.04999999999999982,60 Pack,60 Pack,,,True,"['25208 KIMBERLY CLARK-AUST P/L', '965991 KIMBERLY- CLARK AUST P/L (FAMILY']","['25208 KIMBERLY CLARK-AUST P/L', '965991 KIMBERLY- CLARK AUST P/L (FAMILY']"
8907220P,Orgran,Gluten Free All Purpose Plain Flour,Pantry,3.35,3.4,0.04999999999999982,500g,500g,,,True,['722758 ROMA FOOD PRODUCTS'],['722758 ROMA FOOD PRODUCTS']
2684155P,Schweppes,Lemonade Multipack Cans 375mL,Summer Entertaining,12.3,11.05,1.25,10 pack,10 pack,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
5945620P,Coles,Honeydew Melon Whole,Back to School,2.0,2.5,0.5,1 each,1 each,,,True,"['414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)']","['414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)']"
2481260P,Bundaberg,Diet Lemon Lime & Bitters Flavoured Multipack Bottles 375mL,Drinks,6.1,5.7,0.39999999999999947,4 pack,4 pack,,,True,['427551 BUNDABERG BREWED DRINKS'],['427551 BUNDABERG BREWED DRINKS']
1085461P,Somersby,Apple Cider Bottle 330mL,Liquor,50.0,47.0,3.0,24 Pack,24 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
4745997P,The Daily Juice,Breakfast Burst Juice Chilled,Drinks,4.8,5.0,0.20000000000000018,2L,2L,,$pecials,False,"['694789 BERRI LTD', '4111 LD & D AUS']","['694789 BERRI LTD', '4111 LD & D AUS']"
5883318P,Dettol,Hand Sanitizer Original,Health & Beauty,7.4,7.5,0.09999999999999964,200mL,200mL,,,True,['672882 RECKITT BENCKISER (AUST) P/L'],['672882 RECKITT BENCKISER (AUST) P/L']
5409474P,Coles,Plum Jam,Back to School,1.9,2.0,0.10000000000000009,480g,480g,,,True,"['933282 SPC ARDMON', '145823 OVERSEAS S', '973931 MATERNE POLSKA']","['933282 SPC ARDMON', '145823 OVERSEAS S', '973931 MATERNE POLSKA']"
3806350P,Arizona,Green Iced Tea,Drinks,3.4,3.25,0.1499999999999999,1.5L,1.5L,,,True,['969031 LEVEL BEVERAGES P/L'],['969031 LEVEL BEVERAGES P/L']
2778000P,Coles,Soda Water Sparkling Mixers Multipack Bottles 300mL,Summer Entertaining,3.0,2.95,0.04999999999999982,4 pack,4 pack,,,True,['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN'],['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']
2623650P,Strongbow,Lower Carb Apple Cider Can 375mL,Liquor,22.0,20.0,2.0,10 Pack,10 Pack,$pecials,$pecials,True,"['9393 CUB P/L', '963979 MAX LIQUOR SUPPLIES']","['9393 CUB P/L', '963979 MAX LIQUOR SUPPLIES']"
3626154P,Smirnoff,Ice Double Black 9% Can 250mL,Liquor,22.0,20.0,2.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
8557730P,Podravka,Chicken Spread,Back to School,2.25,2.3,0.04999999999999982,100g,100g,,,True,"['954043 PODRAVKA INTL P/L AUST', '104167 MARCO POLO FOODS P/L']","['954043 PODRAVKA INTL P/L AUST', '104167 MARCO POLO FOODS P/L']"
2131611P,Coles,Roasted & Salted Pistachios Prepacked,Fruit & Vegetables,11.0,9.99,1.0099999999999998,400g,400g,,,True,"['939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '933347 COSTAS (TASMANIA)', '945404 NUT PRODUCERS AUST']","['939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '933347 COSTAS (TASMANIA)', '945404 NUT PRODUCERS AUST']"
4597109P,Coles,Field Tomatoes Loose,Summer Entertaining,0.495,0.539,0.04400000000000004,Approx. 110g each,Approx. 110g each,,,True,"[""635235 COSTA'S P/L (VIC DC)"", '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', '942633 CARTER & SPENCER NORTH QLD', '942460 FRESH DIRECT BROKERS (IMPORTS)', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)']","[""635235 COSTA'S P/L (VIC DC)"", '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)', '942633 CARTER & SPENCER NORTH QLD', '942460 FRESH DIRECT BROKERS (IMPORTS)', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)']"
8686721P,James Squire,150 Lashes Pale Ale Bottle 345mL,Summer Entertaining,53.0,51.0,2.0,24 Pack,24 Pack,$pecials,$pecials,True,"['710911 LION NATHAN VICTORIA P/L (BEER)', '169871 CASTLEMAINE PERKINS LTD', '254762 THE SOUTH AUST BREWING CO P/L', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '47082 TOOHEYS P/L']","['710911 LION NATHAN VICTORIA P/L (BEER)', '169871 CASTLEMAINE PERKINS LTD', '254762 THE SOUTH AUST BREWING CO P/L', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD', '47082 TOOHEYS P/L']"
2605953P,Great Northern,Super Crisp Lager Block Can 375mL,Summer Entertaining,51.0,48.0,3.0,30 Pack,30 Pack,$pecials,$pecials,True,['9393 CUB P/L'],['9393 CUB P/L']
9505006P,Red Bull,Sugar Free Energy Drink Single Can,Drinks,3.0,2.85,0.1499999999999999,250mL,250mL,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '935067 RED BULL AUST P/L']","['44059 ASAHI BEVERAGES PTY LTD', '935067 RED BULL AUST P/L']"
